Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_27022023004528;0062055700;;0090018000;X1;909300814R;ECA---0021;1;1200;1000;359;46,180;0;GERB--3551_1200_1000;none;202303270000;202303281150;7;100
0090018000_27022023004529;0062069600;;0090018000;X1;749401051R;SLI---1271;1;1600;1200;975;212,200;45;GERB--1613_1600_1200;none;202303170000;202303210740;2;100
0090018000_27022023004530;0029271000;;0090018000;X3;739109870R;ECM---5562;5;1800;1200;930;249,000;45;GERB--0088_1800_1200;none;202304240000;202304262005;5;100
0090018000_27022023004531;0029271000;;0090018000;X3;849517970R;SLI---0760;1;1200;1000;930;140,000;45;GERB--1213_1200_1000;none;202304050000;202304100925;3;100
0090018000_27022023004532;0062067900;;0090018000;X1;484717353R;ECA---0021;1;1200;1000;359;47,860;0;GERB--3551_1200_1000;none;202304130000;202304140750;28;100
0090018000_27022023004533;0062067900;;0090018000;X1;850700639R;SLI---1271;2;1600;1200;975;187,720;45;GERB--1613_1600_1200;none;202304060000;202304100750;2;100
0090018000_27022023004534;0062059600;;0090018000;X0;671206045R;SLI---0901;1;1600;1200;750;299,760;45;GERB--1613_1600_1200;none;202304190000;202304202115;3;100
0090018000_27022023004535;0062069600;;0090018000;X3;794206304R;SFDA--6640;2;1600;1200;930;225,500;45;GERB--1613_1600_1200;none;202303030000;202303071220;3;100
0090018000_27022023004536;0062055700;;0090018000;X1;601968273R;ECA---0021;1;1200;1000;359;41,420;0;GERB--3551_1200_1000;none;202303160000;202303171155;5;100
0090018000_27022023004537;0062069400;;0090018000;X0;8201677047;SLI---1200;1;1600;1200;930;546,300;45;GERB--1613_1600_1200;none;202303310000;202304102025;1;100
0090018000_27022023004538;0062067900;;0090018000;X1;768518016R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202303030000;202303061645;3;100
0090018000_27022023004539;0062055700;;0090018000;X3;638120100R;SFDA--6836;14;1600;1200;930;149,322;45;GERB--1613_1600_1200;none;202303230000;202303241540;1;100
0090018000_27022023004540;0062067900;;0090018000;X1;809002652R;ECM---0560;1;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202303290000;202303301255;2;100
0090018000_27022023004541;0062067900;;0090018000;X1;622226671R;ECA---0021;1;1200;1000;359;53,260;0;GERB--3551_1200_1000;none;202303170000;202303201645;50;100
0090018000_27022023004542;0062067900;;0090018000;X1;620727808R;SLI---1271;9;1600;1200;975;166,392;45;GERB--1613_1600_1200;none;202304050000;202304060750;1;100
0090018000_27022023004543;0062059600;;0090018000;X0;762185808R;SLI---0760;1;1200;1000;930;704,120;45;GERB--1213_1200_1000;none;202304190000;202304200610;10;100
0090018000_27022023004544;0062067900;;0090018000;X1;829002938R;ECM---0560;2;2350;1000;950;264,880;45;GERB--1058_2350_1000;none;202303200000;202303212115;1;100
0090018000_27022023004545;0062067900;;0090018000;X1;682406061R;ECA---0021;2;1200;1000;459;48,560;0;GERB--3551_1200_1000;none;202303060000;202303071130;4;100
0090018000_27022023004546;0062069400;;0090018000;X0;764124757R;SLI---1101;1;1900;1200;750;845,380;45;GERB--0109_1900_1200;none;202304140000;202304242025;12;100
0090018000_27022023004547;0062055700;;0090018000;X1;769374887R;ECA---0021;1;1200;1000;421;41,232;0;GERB--3551_1200_1000;none;202303060000;202303071150;6;100
0090018000_27022023004548;0062067900;;0090018000;X1;809010935R;ECM---0560;1;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202304240000;202304252115;2;100
0090018000_27022023004549;0062059600;;0090018000;X0;670008674R;MTEM--8612;4;1605;1205;990;395,416;45;GERB--0393_1605_1205;none;202303280000;202303291055;5;100
0090018000_27022023004550;0062067900;;0090018000;X1;769346765R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202303130000;202303141645;2;100
0090018000_27022023004551;0029908700;;0090018000;X4;876118373R;SLI---0770;9;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202303150000;202303170740;1;100
0090018000_27022023004552;0062055700;;0090018000;X1;769338352R;SLI---0760;1;1200;1000;930;133,104;45;GERB--1213_1200_1000;none;202303090000;202303101155;2;100
0090018000_27022023004553;0062069600;;0090018000;X1;679002227R;ECM---8492;6;1588;1158;1300;267,500;45;GERB--0895_1588_1158;none;202303140000;202303160740;3;100
0090018000_27022023004554;0062059600;;0090018000;X0;766364956R;SLI---1200;1;1600;1200;930;227,440;45;GERB--1613_1600_1200;none;202303280000;202303292115;3;100
0090018000_27022023004555;0062055700;;0090018000;X1;822355361R;ECA---0021;1;1200;1000;1057;116,400;0;GERB--3551_1200_1000;none;202304270000;202304281155;8;100
0090018000_27022023004556;0062059600;;0090018000;X0;751717215R;SLI---0771;3;1200;1000;975;329,770;45;GERB--1213_1200_1000;none;202304040000;202304051055;4;100
0090018000_27022023004557;0028839800;;0090018000;X1;749023569R;ECM---6796;2;2030;1530;975;245,764;45;GERB--0894_2030_1530;none;202304120000;202304131225;2;100
0090018000_27022023004558;0062067900;;0090018000;X1;484722442R;ECA---0021;1;1200;1000;1057;98,310;0;GERB--3551_1200_1000;none;202303160000;202303172115;2;100
0090018000_27022023004559;0062069400;;0090018000;X0;8201745175;SLI---1200;6;1600;1200;930;438,400;45;GERB--1613_1600_1200;none;202303020000;202303092025;1;100
0090018000_27022023004560;0029271000;;0090018000;X3;799279589R;SLI---1200;1;1600;1200;930;164,360;45;GERB--1613_1600_1200;none;202304110000;202304131445;1;100
0090018000_27022023004561;0062067900;;0090018000;X1;462678493R;SLI---1271;1;1600;1200;975;246,900;45;GERB--1613_1600_1200;none;202304120000;202304130750;2;100
0090018000_27022023004562;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202303230000;202303271140;8;100
0090018000_27022023004563;0062069600;;0090018000;X1;658401630R;SLI---1271;1;1600;1200;975;187,320;45;GERB--1613_1600_1200;none;202304140000;202304181635;3;100
0090018000_27022023004564;0062069600;;0090018000;X1;679002390R;SLI---1271;2;1600;1200;975;190,600;45;GERB--1613_1600_1200;none;202304110000;202304130740;5;100
0090018000_27022023004565;0029908700;;0090018000;X4;873701312R;SLI---0020;1;800;600;445;16,670;0;GERB--3543_800_600;none;202304170000;202304191140;7;100
0090018000_27022023004566;0062067900;;0090018000;X1;769364393R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202303130000;202303141645;1;100
0090018000_27022023004567;0062067900;;0090018000;X1;681328547R;SLI---0601;2;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202303020000;202303032115;1;100
0090018000_27022023004568;0062059600;;0090018000;X0;743705788R;ECM---1933;1;2000;1200;545;408,880;45;GERB--0121_2000_1200;none;202304100000;202304111125;4;100
0090018000_27022023004569;0028839800;;0090018000;X1;749024966R;ECM---4649;1;2030;1530;1350;294,220;45;GERB--0894_2030_1530;none;202304260000;202304271225;4;100
0090018000_27022023004570;0062067900;;0090018000;X1;769346765R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202304140000;202304171645;2;100
0090018000_27022023004571;0062055700;;0090018000;X1;769126945R;ECA---0021;1;1200;1000;1155;109,480;0;GERB--3551_1200_1000;none;202304260000;202304271150;4;100
0090018000_27022023004572;0062067900;;0090018000;X1;849E48293R;ECA---0021;1;1200;1000;259;25,974;0;GERB--3551_1200_1000;none;202303160000;202303170750;33;100
0090018000_27022023004573;0062065300;;0090018000;X1;638308362R;ECA---0021;2;1200;1000;1057;112,800;0;GERB--3551_1200_1000;none;202304170000;202304181220;2;100
0090018000_27022023004574;0062067900;;0090018000;X1;768511707R;ECA---0021;1;1200;1000;459;64,840;0;GERB--3551_1200_1000;none;202303090000;202303100750;5;100
0090018000_27022023004575;0028839800;;0090018000;X1;749023569R;ECM---6796;2;2030;1530;975;245,764;45;GERB--0894_2030_1530;none;202303060000;202303071225;2;100
0090018000_27022023004576;0062067900;;0090018000;X1;849934312R;SLI---0771;1;1200;1000;975;155,680;45;GERB--1213_1200_1000;none;202304110000;202304120750;3;100
0090018000_27022023004577;0062067900;;0090018000;X1;462678493R;SLI---1271;1;1600;1200;975;246,900;45;GERB--1613_1600_1200;none;202304280000;202305021130;2;100
0090018000_27022023004578;0062067900;;0090018000;X1;769364393R;SLI---0770;8;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202303080000;202303090750;1;100
0090018000_27022023004579;0062059600;;0090018000;X0;767528739R;SLI---1200;1;1600;1200;930;356,200;45;GERB--1613_1600_1200;none;202304270000;202304282115;5;100
0090018000_27022023004580;0062067900;;0090018000;X1;769135803R;ECA---0021;1;1200;1000;943;94,680;0;GERB--3551_1200_1000;none;202303090000;202303100750;2;100
0090018000_27022023004581;0062059600;;0090018000;X0;764433506R;SLI---0601;2;1200;1000;750;260,520;45;GERB--1213_1200_1000;none;202304120000;202304130610;4;100
0090018000_27022023004582;0062067900;;0090018000;X1;769346765R;SLI---0770;2;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202303230000;202303240750;2;100
0090018000_27022023004583;0062069400;;0090018000;X0;901323145R;CON-S-0130;1;780;570;478;101,520;47;GERB--3195_780_570;widthwise;202303210000;202303282025;2;4
0090018000_27022023004584;0062067900;;0090018000;X1;769364393R;SLI---0770;7;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202304040000;202304050750;1;100
0090018000_27022023004585;0029908700;;0090018000;X4;864300394R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202304140000;202304181650;10;100
0090018000_27022023004586;0062069400;;0090018000;X0;673382672R;CON-S-0130;5;780;570;478;170,280;47;GERB--3195_780_570;widthwise;202303230000;202303302025;3;4
0090018000_27022023004587;0062069600;;0090018000;X1;668920867R;SLI---0760;3;1200;1000;930;152,366;45;GERB--1213_1200_1000;none;202304140000;202304182110;3;100
0090018000_27022023004588;0062069600;;0090018000;X1;748761857R;SLI---0760;1;1200;1000;930;128,840;45;GERB--1213_1200_1000;none;202303310000;202304040740;3;100
0090018000_27022023004589;0062067900;;0090018000;X1;748144265R;SLI---1271;1;1600;1200;975;245,000;45;GERB--1613_1600_1200;none;202304100000;202304111130;2;100
0090018000_27022023004590;0062067900;;0090018000;X1;769346765R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202303290000;202303302115;2;100
0090018000_27022023004591;0062069600;;0090018000;X1;748761857R;SLI---0760;2;1200;1000;930;128,840;45;GERB--1213_1200_1000;none;202303280000;202303302110;3;100
0090018000_27022023004592;0062059600;;0090018000;X0;765304573R;SLI---1200;2;1600;1200;930;551,560;45;GERB--1613_1600_1200;none;202303160000;202303172115;6;100
0090018000_27022023004593;0062069400;;0090018000;X0;732567222R;SLI---0601;2;1200;1000;750;318,700;45;GERB--1213_1200_1000;none;202303140000;202303212025;4;100
0090018000_27022023004594;0062055700;;0090018000;X1;243803891R;ECA---0021;2;1200;1000;1057;85,800;0;GERB--3551_1200_1000;none;202304260000;202304271150;2;100
0090018000_27022023004595;0062059600;;0090018000;X0;8201615965;MTEM--5517;3;1800;1200;1350;820,480;45;GERB--0088_1800_1200;none;202304060000;202304101055;2;100
0090018000_27022023004596;0028523600;;0090018000;X2;554325139R;SLI---0760;1;1200;1000;930;617,240;45;GERB--1213_1200_1000;none;202303220000;202303230755;11;100
0090018000_27022023004597;0062067900;;0090018000;X1;484717353R;ECA---0021;1;1200;1000;359;123,620;0;GERB--3551_1200_1000;none;202304120000;202304130750;72;100
0090018000_27022023004598;0062069600;;0090018000;X1;749408303R;SLI---1271;1;1600;1200;975;177,760;45;GERB--1613_1600_1200;none;202303020000;202303061635;1;100
0090018000_27022023004599;0062067900;;0090018000;X1;622542315R;SLI---0770;1;1200;1000;975;170,088;45;GERB--1213_1200_1000;none;202303300000;202303310750;3;100
0090018000_27022023004600;0029271000;;0090018000;X3;849501524R;SLI---0760;1;1200;1000;930;140,000;45;GERB--1213_1200_1000;none;202303300000;202304031445;3;100
0090018000_27022023004601;0062067900;;0090018000;X1;909305409R;ECA---0021;1;1200;1000;1057;106,500;0;GERB--3551_1200_1000;none;202303090000;202303100750;3;100
0090018000_27022023004602;0062067900;;0090018000;X1;261A20711R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202303140000;202303150750;4;100
0090018000_27022023004603;0062067900;;0090018000;X1;769364393R;SLI---0770;4;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202304140000;202304171645;1;100
0090018000_27022023004604;0062067900;;0090018000;X1;620936395R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202304040000;202304050750;2;100
0090018000_27022023004605;0062067900;;0090018000;X1;909006477R;SLI---0770;3;1200;1000;975;142,590;45;GERB--1213_1200_1000;none;202303090000;202303102115;2;100
0090018000_27022023004606;0062067900;;0090018000;X1;829008403R;ECM---0560;1;2350;1000;950;266,880;45;GERB--1058_2350_1000;none;202303070000;202303081645;1;100
0090018000_27022023004607;0062059600;;0090018000;X0;765317368R;SLI---1200;2;1600;1200;930;663,220;45;GERB--1613_1600_1200;none;202304280000;202305020610;9;100
0090018000_27022023004608;0062067900;;0090018000;X1;768503371R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202303060000;202303071645;3;100
0090018000_27022023004609;0029169600;;0090018000;X1;488107745R;CFDA--1041;21;1200;1000;975;293,320;45;GERB--1213_1200_1000;none;202302010000;202303031530;47;100
0090018000_27022023004610;0029271000;;0090018000;X3;739107700R;ECM---5562;2;1800;1200;930;249,000;45;GERB--0088_1800_1200;none;202304190000;202304240925;6;100
0090018000_27022023004611;0029908700;;0090018000;X4;876118373R;SLI---0770;12;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202304030000;202304051140;1;100
0090018000_27022023004612;0062055700;;0090018000;X1;909002897R;ECA---0021;6;1200;1000;1155;86,480;0;GERB--3551_1200_1000;none;202304240000;202304251150;2;100
0090018000_27022023004613;0062055700;;0090018000;X1;769124916R;ECA---0021;1;1200;1000;359;38,600;0;GERB--3551_1200_1000;none;202303150000;202303161150;5;100
0090018000_27022023004614;0062055700;;0090018000;X1;769163857R;SLI---0770;2;1200;1000;975;138,428;45;GERB--1213_1200_1000;none;202303020000;202303032005;1;100
0090018000_27022023004615;0062067900;;0090018000;X1;622542316R;SLI---0770;1;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202304170000;202304181645;2;100
0090018000_27022023004616;0062060800;;0090018000;X2;172039318R;ECM---0559;1;1600;1200;1350;303,920;45;GERB--1613_1600_1200;none;202303200000;202303211800;5;100
0090018000_27022023004617;0062067000;;0090018000;X3;682001173R;ECM---6799;2;2200;1600;1450;258,560;45;GERB--0515_2200_1600;none;202303270000;202303281100;2;100
0090018000_27022023004618;0062059600;;0090018000;X0;764430269R;SLI---0760;1;1200;1000;930;340,100;45;GERB--1213_1200_1000;none;202303080000;202303090610;4;100
0090018000_27022023004619;0062069400;;0090018000;X0;763571615R;SLI---0601;1;1200;1000;750;227,528;45;GERB--1213_1200_1000;none;202303310000;202304102025;4;100
0090018000_27022023004620;0062069600;;0090018000;X1;794206762R;SLI---1271;1;1600;1200;975;190,000;45;GERB--1613_1600_1200;none;202303140000;202303160740;5;100
0090018000_27022023004621;0062065300;;0090018000;X1;638411439R;SLI---1200;1;1600;1200;930;195,580;45;GERB--1613_1600_1200;none;202303140000;202303151615;4;100
0090018000_27022023004622;0029908700;;0090018000;X4;873620570R;SLI---0770;4;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202303060000;202303080740;2;100
0090018000_27022023004623;0062067900;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202303270000;202303281645;2;100
0090018000_27022023004624;0062067900;;0090018000;X1;829015080R;ECM---0560;4;2350;1000;950;264,880;45;GERB--1058_2350_1000;none;202304060000;202304101255;1;100
0090018000_27022023004625;0002893800;;0090018000;X1;803307438R;SLI---0770;4;1200;1000;975;183,840;45;GERB--1213_1200_1000;none;202303100000;202304100925;5;100
0090018000_27022023004626;0062069600;;0090018000;X1;224766016R;ECA---0021;1;1200;1000;1057;74,550;0;GERB--3551_1200_1000;none;202304040000;202304060740;7;100
0090018000_27022023004627;0062067900;;0090018000;X1;769364393R;SLI---0770;2;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202303290000;202303302115;1;100
0090018000_27022023004628;0029271000;;0090018000;X3;679001853R;SFDA--6814;6;1600;1200;930;227,000;45;GERB--1613_1600_1200;none;202304260000;202304281700;2;100
0090018000_27022023004629;0062059600;;0090018000;X0;671206045R;SLI---0901;2;1600;1200;750;299,760;45;GERB--1613_1600_1200;none;202303020000;202303032115;3;100
0090018000_27022023004630;0002893800;;0090018000;X1;908306080R;SLI---0770;1;1200;1000;975;308,760;45;GERB--1213_1200_1000;none;202302090000;202303130925;4;100
0090018000_27022023004631;0062069600;;0090018000;X1;679002390R;SLI---1271;1;1600;1200;975;190,600;45;GERB--1613_1600_1200;none;202303060000;202303082120;5;100
0090018000_27022023004632;0062067900;;0090018000;X1;809010183R;ECM---0560;9;2350;1000;950;286,656;45;GERB--1058_2350_1000;none;202303070000;202303081645;3;100
0090018000_27022023004633;0062059600;;0090018000;X0;767122931R;SLI---1200;2;1600;1200;930;356,560;45;GERB--1613_1600_1200;none;202304270000;202304281055;6;100
0090018000_27022023004634;0062059600;;0090018000;X0;781418245R;ECM---0470;1;1600;1200;545;338,520;45;GERB--1613_1600_1200;none;202303270000;202303281125;6;100
0090018000_27022023004635;0062055700;;0090018000;X1;243229923R;ECA---0021;1;1200;1000;1057;118,080;0;GERB--3551_1200_1000;none;202303270000;202303281150;4;100
0090018000_27022023004636;0029908700;;0090018000;X4;876118373R;SLI---0770;11;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202304060000;202304112025;1;100
0090018000_27022023004637;0062067900;;0090018000;X1;484725090R;ECA---0021;1;1200;1000;1057;101,550;0;GERB--3551_1200_1000;none;202303200000;202303211645;2;100
0090018000_27022023004638;0062067900;;0090018000;X1;681328547R;SLI---0601;5;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202303140000;202303150750;1;100
0090018000_27022023004639;0029908700;;0090018000;X4;864300394R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202304170000;202304191650;10;100
0090018000_27022023004640;0062069400;;0090018000;X0;763568061R;SLI---0601;1;1200;1000;750;227,528;45;GERB--1213_1200_1000;none;202304130000;202304202025;4;100
0090018000_27022023004641;0062069400;;0090018000;X0;781405634R;SLI---0771;1;1200;1000;975;337,450;45;GERB--1213_1200_1000;none;202303230000;202303302025;5;100
0090018000_27022023004642;0062055700;;0090018000;X1;243121471R;ECA---0021;2;1200;1000;1057;154,140;0;GERB--3551_1200_1000;none;202304100000;202304111150;2;100
0090018000_27022023004643;0062067900;;0090018000;X1;623108550R;SLI---0770;1;1200;1000;975;160,680;45;GERB--1213_1200_1000;none;202303100000;202303131645;2;100
0090018000_27022023004644;0062059600;;0090018000;X0;781403618R;ECM---0470;1;1600;1200;545;338,160;45;GERB--1613_1600_1200;none;202304120000;202304130610;6;100
0090018000_27022023004645;0062059600;;0090018000;X0;764421334R;SLI---0601;2;1200;1000;750;260,200;45;GERB--1213_1200_1000;none;202303150000;202303160610;4;100
0090018000_27022023004646;0062055700;;0090018000;X1;769116976R;ECA---0021;2;1200;1000;359;38,600;0;GERB--3551_1200_1000;none;202304270000;202304281155;5;100
0090018000_27022023004647;0029271000;;0090018000;X3;739109870R;ECM---5562;3;1800;1200;930;249,000;45;GERB--0088_1800_1200;none;202303200000;202303220925;5;100
0090018000_27022023004648;0062067900;;0090018000;X1;809011752R;ECM---0560;1;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202303100000;202303130630;2;100
0090018000_27022023004649;0062059600;;0090018000;X0;767122931R;SLI---1200;1;1600;1200;930;356,560;45;GERB--1613_1600_1200;none;202303160000;202303172115;6;100
0090018000_27022023004650;0029908700;;0090018000;X4;883054589R;SFDA--6640;12;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202303030000;202303071650;2;100
0090018000_27022023004651;0062059600;;0090018000;X0;791106190R;SLI---0901;1;1600;1200;750;582,600;45;GERB--1613_1600_1200;none;202304030000;202304041125;9;100
0090018000_27022023004652;0062069400;;0090018000;X0;766361764R;SLI---0601;2;1200;1000;750;351,944;45;GERB--1213_1200_1000;none;202302280000;202303072025;5;100
0090018000_27022023004653;0062059600;;0090018000;X0;751701056R;SLI---0771;1;1200;1000;975;329,770;45;GERB--1213_1200_1000;none;202303020000;202303030610;4;100
0090018000_27022023004654;0062067900;;0090018000;X1;764368735R;ECA---0021;1;1200;1000;459;64,840;0;GERB--3551_1200_1000;none;202303140000;202303150750;5;100
0090018000_27022023004655;0062067900;;0090018000;X1;623103138R;SLI---0770;2;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202303310000;202304030750;2;100
0090018000_27022023004656;0062067900;;0090018000;X1;261A20711R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202303300000;202303310750;4;100
0090018000_27022023004657;0062069600;;0090018000;X3;849507071R;SLI---1271;1;1600;1200;975;296,000;45;GERB--1613_1600_1200;none;202304140000;202304181220;6;100
0090018000_27022023004658;0062059600;;0090018000;X0;767528739R;SLI---1200;2;1600;1200;930;356,200;45;GERB--1613_1600_1200;none;202303300000;202303312115;5;100
0090018000_27022023004659;0062069600;;0090018000;X1;749414406R;SLI---1271;4;1600;1200;975;155,800;45;GERB--1613_1600_1200;none;202304260000;202304281635;1;100
0090018000_27022023004660;0025439300;;0090018000;X0;822796450R;ECA---0021;1;1200;1000;1155;373,250;0;GERB--3551_1200_1000;none;202303210000;202303221700;7;100
0090018000_27022023004661;0062069600;;0090018000;X1;749414406R;SLI---1271;3;1600;1200;975;155,800;45;GERB--1613_1600_1200;none;202302280000;202303020740;1;100
0090018000_27022023004662;0062067900;;0090018000;X1;829015765R;ECM---0560;1;2350;1000;950;267,040;45;GERB--1058_2350_1000;none;202303030000;202303061255;2;100
0090018000_27022023004663;0062059600;;0090018000;X0;762A26597R;SLI---0760;2;1200;1000;930;291,000;45;GERB--1213_1200_1000;none;202303060000;202303070610;4;100
0090018000_27022023004664;0062069600;;0090018000;X1;849041688R;SLI---1271;1;1600;1200;975;460,000;45;GERB--1613_1600_1200;none;202304170000;202304192120;5;100
0090018000_27022023004665;0062069600;;0090018000;X1;762H16614R;ECA---0021;1;1200;1000;1057;89,460;0;GERB--3551_1200_1000;none;202303060000;202303082120;2;100
0090018000_27022023004666;0062069400;;0090018000;X0;8201677033;SLI---1200;3;1600;1200;930;547,300;45;GERB--1613_1600_1200;none;202304140000;202304242025;1;100
0090018000_27022023004667;0062059600;;0090018000;X0;765317368R;SLI---1200;1;1600;1200;930;663,220;45;GERB--1613_1600_1200;none;202303140000;202303152115;9;100
0090018000_27022023004668;0029908700;;0090018000;X4;864300348R;ECA---0021;1;1200;1000;758;127,400;0;GERB--3551_1200_1000;none;202303160000;202303201140;10;100
0090018000_27022023004669;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;1057;182,100;0;GERB--3551_1200_1000;none;202304110000;202304131140;8;100
0090018000_27022023004670;0062069600;;0090018000;X1;749401051R;SLI---1271;1;1600;1200;975;212,200;45;GERB--1613_1600_1200;none;202304200000;202304252110;2;100
0090018000_27022023004671;0062069600;;0090018000;X1;749414406R;SLI---1271;2;1600;1200;975;155,800;45;GERB--1613_1600_1200;none;202304040000;202304062110;1;100
0090018000_27022023004672;0062060800;;0090018000;X2;172024872R;ECM---0559;1;1600;1200;1350;312,720;45;GERB--1613_1600_1200;none;202304110000;202304121800;5;100
0090018000_27022023004673;0062069600;;0090018000;X1;794206762R;SLI---1271;1;1600;1200;975;190,000;45;GERB--1613_1600_1200;none;202304130000;202304171635;5;100
0090018000_27022023004674;0062067900;;0090018000;X1;809015570R;ECM---0560;4;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202304240000;202304252115;2;100
0090018000_27022023004675;0062067900;;0090018000;X1;620727808R;SLI---1271;10;1600;1200;975;166,392;45;GERB--1613_1600_1200;none;202303090000;202303100750;1;100
0090018000_27022023004676;0029908700;;0090018000;X4;873620570R;SLI---0770;5;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202303300000;202304030740;2;100
0090018000_27022023004677;0062069400;;0090018000;X0;852480062R;SLI---1271;1;1600;1200;975;808,300;45;GERB--1613_1600_1200;none;202302270000;202303062025;12;100
0090018000_27022023004678;0062069400;;0090018000;X0;781419006R;SLI---1200;1;1600;1200;930;514,240;45;GERB--1613_1600_1200;none;202304190000;202304272025;9;100
0090018000_27022023004679;0062059600;;0090018000;X0;631009762R;MTEM--3113;1;2400;1200;1490;340,500;45;GERB--0335_2400_1200;none;202303280000;202303292115;7;5
0090018000_27022023004680;0028839800;;0090018000;X1;749023569R;ECM---6796;1;2030;1530;975;245,764;45;GERB--0894_2030_1530;none;202303200000;202303211225;2;100
0090018000_27022023004681;0062059600;;0090018000;X0;767515402R;SLI---1200;3;1600;1200;930;356,200;45;GERB--1613_1600_1200;none;202303290000;202303300610;5;100
0090018000_27022023004682;0062055700;;0090018000;X3;788A27317R;SFDA--6836;6;1600;1200;930;149,212;45;GERB--1613_1600_1200;none;202304250000;202304261540;1;100
0090018000_27022023004683;0062065300;;0090018000;X1;638407842R;SLI---1200;1;1600;1200;930;196,420;45;GERB--1613_1600_1200;none;202303280000;202303291615;3;100
0090018000_27022023004684;0062067900;;0090018000;X1;809010935R;ECM---0560;2;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202304060000;202304101255;2;100
0090018000_27022023004685;0062059600;;0090018000;X0;766232445R;SLI---0901;4;1600;1200;750;197,340;45;GERB--1613_1600_1200;none;202304140000;202304171055;3;100
0090018000_27022023004686;0062067900;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202304060000;202304101645;2;100
0090018000_27022023004687;0062059600;;0090018000;X0;751701056R;SLI---0771;3;1200;1000;975;329,770;45;GERB--1213_1200_1000;none;202303200000;202303211125;4;100
0090018000_27022023004688;0062055700;;0090018000;X3;685000609R;SLI---0901;14;1600;1200;750;137,391;45;GERB--1613_1600_1200;none;202303230000;202303241540;2;100
0090018000_27022023004689;0062059600;;0090018000;X0;767135532R;SLI---1200;2;1600;1200;930;358,480;45;GERB--1613_1600_1200;none;202304140000;202304171055;6;100
0090018000_27022023004690;0062069600;;0090018000;X1;794202382R;SLI---1271;13;1600;1200;975;176,200;45;GERB--1613_1600_1200;none;202303100000;202303142110;2;100
0090018000_27022023004691;0062069600;;0090018000;X1;668920867R;SLI---0760;2;1200;1000;930;152,366;45;GERB--1213_1200_1000;none;202304040000;202304060740;3;100
0090018000_27022023004692;0029908700;;0090018000;X4;876612821R;SLI---0770;10;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202304250000;202304270740;1;100
0090018000_27022023004693;0029271000;;0090018000;X3;849501524R;SLI---0760;2;1200;1000;930;140,000;45;GERB--1213_1200_1000;none;202303200000;202303222005;3;100
0090018000_27022023004694;0062067900;;0090018000;X1;829015080R;ECM---0560;4;2350;1000;950;264,880;45;GERB--1058_2350_1000;none;202304280000;202305022115;1;100
0090018000_27022023004695;0062067000;;0090018000;X3;681006852R;ECM---8491;8;2050;1550;1450;215,582;45;GERB--1566_2050_1550;none;202303090000;202303102005;1;100
0090018000_27022023004696;0062069600;;0090018000;X1;749404943R;SLI---1271;1;1600;1200;975;157,060;45;GERB--1613_1600_1200;none;202304030000;202304052120;1;100
